1.collectionobject.catalogNumber,"1,10.collectingevent.startDateNumericYear","1,10.collectingevent.startDate","1,9-determinations.collectionobject.determinations","1,10,30-collectors.collectingevent.collectors","1,10,30-collectors,5.agent.abbreviation","1,9-determinations,5-determiner.determination.determiner","1,9-determinations.determination.determinedDate","1,10,2.locality.localityName","1,10,2.collectingevent.locality","1,10,2,3.locality.geography","1,111-collectionobjectattachments,41.attachment.attachmentLocation"
698465,1828,09/1828,Aspidium lonchitis (current) ,"Prikket, J.",,,,In sisfuris rupium alpibus Amitsuarssuk sinus Agluitsok.,In sisfuris rupium alpibus Amitsuarssuk sinus Agluitsok.; Greenland,Greenland,sp6614392521140462879.att.jpg
698466,1829,07/1829,Aspidium lonchitis (current) ,Prikket,,,,In locis fanosis Ujarasuksuit (inter groenlandiam occidentalem et orientalem).,In locis fanosis Ujarasuksuit (inter groenlandiam occidentalem et orientalem).; Greenland,Greenland,sp63982430287055013620.att.jpg
698467,1828,07/1828,Aspidium lonchitis (current) ,Prikket,,,,In locis saxosis in montibus Kakortok.,In locis saxosis in montibus Kakortok.; Greenland,Greenland,sp65591415961813336779.att.jpg
698469,1828,06/1828,Aspidium lonchitis (current) ,"Vahl, J.",,,,In sisfuris inpium* Julianehaab.,In sisfuris inpium* Julianehaab.; Greenland,Greenland,sp6911586520473349140.att.jpg
698470,1830,07/1830,Aspidium lonchitis (current) ,Prikket et al.,,,,In locis irrigatis suboccuttis sinus Kangerdluarssuk (Kobbefjord).,In locis irrigatis suboccuttis sinus Kangerdluarssuk (Kobbefjord).; Greenland,Greenland,sp6876067363894500231.att.jpg
698471,1838,1838,Aspidium lonchitis (current) ,"Vahl, J.",,,,unknown:missing,unknown:missing; Greenland,Greenland,sp68907898745800332892.att.jpg
698478,1885,10/08/1885,Woodsia alpina (current) ,"Hansen, S.",,,,V. Grónl. Tupersuatsiak.,V. Grónl. Tupersuatsiak.; Greenland,Greenland,sp65638763104038454243.att.jpg
698500,1934,07/09/1934,Woodsia alpina (current) ,"Porsild, Morten",,,,"Groenl. Occid. Umiarfik Fjord, Vestside , Niaqornaq.","Groenl. Occid. Umiarfik Fjord, Vestside , Niaqornaq.; Greenland",Greenland,sp61195047301321181987.att.jpg
698502,1929,18/07/1929,Woodsia alpina (current) ,"Porsild et al., M.P.",,,,"Vest-Grønl. Svartenhuk Halvø, Umîvik.","Vest-Grønl. Svartenhuk Halvø, Umîvik.; Greenland",Greenland,sp6240053520842523975.att.jpg
698509,1929,18/07/1929,Woodsia alpina (current) ,"Porsild et al., M.P.",,,,"Vest-Grønl. Svartenhuk Halvø, Umîvik.","Vest-Grønl. Svartenhuk Halvø, Umîvik.; Greenland",Greenland,sp66481000757973570107.att.jpg
698535,1926,18/08/1926,Woodsia alpina (current) ,"S., Th.",,,,Øst-Eronland. Scoresbysund- Øst for Hvalroskyst*.,Øst-Eronland. Scoresbysund- Øst for Hvalroskyst*.; Greenland,Greenland,sp64404950769879412100.att.jpg
698542,1834,1834,Woodsia alpina (current) ,"Vahl, J.",,,,In locis saxosis apricris ad latera inferiora alpium Fl. Upernivik.,In locis saxosis apricris ad latera inferiora alpium Fl. Upernivik.; Greenland,Greenland,sp65421448061315947633.att.jpg
698543,1829,07/1829,Woodsia alpina (current) ,"Prikket, J.",,,,In sisfuris rupium Anarite.,In sisfuris rupium Anarite.; Greenland,Greenland,sp62571482799190480882.att.jpg
698598,1931,04/08/1931,Woodsia glabella (current) ,"Gelting, Paul",,,,Christian den X's land. Northeast Greenland. Clavering Isl.: Eskimonæs.,Christian den X's land. Northeast Greenland. Clavering Isl.: Eskimonæs.; Greenland,Greenland,sp68969401623200621713.att.jpg
698599,1931,25/08/1931,Woodsia glabella (current) ,"Gelting, Paul",,,,Christian den X's land. Northeast Greenland. Clavering Isl.: Eskimovig.,Christian den X's land. Northeast Greenland. Clavering Isl.: Eskimovig.; Greenland,Greenland,sp6808621026532764796.att.jpg
698600,1933,20/07/1933,Woodsia glabella (current) ,"Gelting, Paul",,,,Christian den X's land. Northeast Greenland. Clavering Isl.: Elvsborg.,Christian den X's land. Northeast Greenland. Clavering Isl.: Elvsborg.; Greenland,Greenland,sp67077158826204085261.att.jpg
698602,1932,21/08/1932,Woodsia glabella (current) ,"Gelting, Paul",,,,"Christian den X's land. Northeast Greenland. Clavering Isl., Eskimonæs.","Christian den X's land. Northeast Greenland. Clavering Isl., Eskimonæs.; Greenland",Greenland,sp63310229385707136893.att.jpg
698607,1934,02/08/1934,Woodsia glabella (current) ,"Sørensen, Thorv.",,,,East Greenland. Hudson Land: Prospektdal: N. side of Muskotfjord. Dry Elepee-slope*.,East Greenland. Hudson Land: Prospektdal: N. side of Muskotfjord. Dry Elepee-slope*.; Greenland,Greenland,sp62130819179538670882.att.jpg
698621,1891,03/09/1891,Lastraea fragrans (current) ,"Hartz, N.",,,,"Groenlandiam orientalem. Scoresbys Sund Bregnepynt"".""","Groenlandiam orientalem. Scoresbys Sund Bregnepynt"".""; Greenland",Greenland,sp61650831882423016309.att.jpg
698624,1891,03/09/1891,Lastraea fragrans (current) ,"Hartz, N.",,,,Groenlandiam orientalem. Scoresbys Sund.,Groenlandiam orientalem. Scoresbys Sund.; Greenland,Greenland,sp67853298181351603791.att.jpg
698628,1835,07/1835,Aspidium fragrans (current) ,"Vahl, J.",,,,In fissuris rupium per buteroo* inferis na* alpium insulae Arvejprindseris* Eiland.,In fissuris rupium per buteroo* inferis na* alpium insulae Arvejprindseris* Eiland.; Greenland,Greenland,sp68085528945126302641.att.jpg
698629,1932,08/1932,Aspidium fragrans (current) ,"Vahl, J.",,,,In locis argillosis apricis ad pedes alpium sinus Ikatoq*.,In locis argillosis apricis ad pedes alpium sinus Ikatoq*.; Greenland,Greenland,sp68627495793455463082.att.jpg
698630,1835,08/1835,Aspidium fragrans (current) ,"Vahl, J.",,,,In locis humosis per latera inferior alpium distr Ovlon* Rittenb*.,In locis humosis per latera inferior alpium distr Ovlon* Rittenb*.; Greenland,Greenland,sp64051605522410844977.att.jpg
698631,1833,08/1833,Aspidium fragrans (current) ,Collector unknown,,,,In fissuris rupium ad pedes alpium sinus Pakitsok distr. Jacobshavn.,In fissuris rupium ad pedes alpium sinus Pakitsok distr. Jacobshavn.; Greenland,Greenland,sp68690587834689758228.att.jpg
698633,1834,09/1834,Aspidium fragrans (current) ,"Vahl, J.",,,,In locis irrigates accultioribus* ad latera inferiora alpium infidas* Disco.,In locis irrigates accultioribus* ad latera inferiora alpium infidas* Disco.; Greenland,Greenland,sp62485051027843405071.att.jpg
698634,1834,07/1834,Aspidium fragrans (current) ,"Vahl, J.",,,,In fissuris rupium tum* ad pedes cum* ad latera inferiora alpium distr. Colon. Umanak.,In fissuris rupium tum* ad pedes cum* ad latera inferiora alpium distr. Colon. Umanak.; Greenland,Greenland,sp65056179065929836287.att.jpg
698635,1833,08/1833,Aspidium fragrans (current) ,"Vahl, J.",,,,"In fissuris rupium ad pededs alpium sinus Pakitsok, distr. Jacobshavn.","In fissuris rupium ad pededs alpium sinus Pakitsok, distr. Jacobshavn.; Greenland",Greenland,sp64748252707137763739.att.jpg
698638,1892,16/08/1892,Lastraea fragrans (current) ,"Sørensen, P.H.",,,,Imulek Sen*.,Imulek Sen*.; Greenland,Greenland,sp66136015660490262870.att.jpg
698644,1911,01/08/1911,Aspidium fragrans (current) ,"Porsild, Morten",,,,"Vest Grönland, Amitsuarssuk Fjord, Kingua.","Vest Grönland, Amitsuarssuk Fjord, Kingua.; Greenland",Greenland,sp69168182708497896101.att.jpg
698648,1935,25/07/1935,Dryopteris fragrans (current) ,"Porsild, M.P.",,,,"Vest-Grønl. Svartenhuk Halvø, Serfârssuit Bugt.","Vest-Grønl. Svartenhuk Halvø, Serfârssuit Bugt.; Greenland",Greenland,sp66624427608001086972.att.jpg
698651,1934,08/09/1934,Dryopteris fragrans (current) ,"Porsild, Morten",,,,"Groenl. Occid. Umiarfik Fjord, Vestside, udenfor Qôrnoq.","Groenl. Occid. Umiarfik Fjord, Vestside, udenfor Qôrnoq.; Greenland",Greenland,sp6144931837351580214.att.jpg
698653,1921,23/07/1921,Dryopteris fragrans (current) ,"Porsild, A.",,,,Groenl. Occid. Upernavik Ø.,Groenl. Occid. Upernavik Ø.; Greenland,Greenland,sp63860790342076112811.att.jpg
698654,1935,25/07/1935,Dryopteris fragrans (current) ,"Porsild, M.P.",,,,"Vest-Grønl. Svartenhuk Halvø, Serfârssuit Bugt.","Vest-Grønl. Svartenhuk Halvø, Serfârssuit Bugt.; Greenland",Greenland,sp66296205396434336155.att.jpg
698663,1921,22/06/1921,Dryopteris fragrans (current) ,"Nygaard, J.",,,,"N.W. Greenland: Inglefield Land, Advance Bay.","N.W. Greenland: Inglefield Land, Advance Bay.; Greenland",Greenland,sp64789884352020314825.att.jpg
698664,1919,1919,Dryopteris fragrans (current) ,"Nygaard, J.",,,,Thule. N.W. Greenl.,Thule. N.W. Greenl.; Greenland,Greenland,sp66033688172863571724.att.jpg
698665,1921,22/06/1921,Dryopteris fragrans (current) ,"Nygaard, J.",,,,N.W. Greenland: Advance Bay. Inglefield Land.,N.W. Greenland: Advance Bay. Inglefield Land.; Greenland,Greenland,sp61389750303491854428.att.jpg
698666,1917,1917,Dryopteris fragrans (current) ,"Olson, Gustav",,,,N.W. Greenl. Inglefield Bay: the mission station.,N.W. Greenl. Inglefield Bay: the mission station.; Greenland,Greenland,sp65495616348720422335.att.jpg
698667,1915,28/08/1915,Thelypteris fragrans (current) ,"Ekblaw, W.",,,,Thule. Region of Etah. Etah.,Thule. Region of Etah. Etah.; Greenland,Greenland,sp68840849997202242584.att.jpg
698677,1932,12/09/1932,Dryopteris pulchella (current) ,"Bøgvad, Rich.",,,,"Sydøst-Grønland. Lindenows Fjordens Bund, Nordsiden.","Sydøst-Grønland. Lindenows Fjordens Bund, Nordsiden.; Greenland",Greenland,sp65661375271498391390.att.jpg
698685,1884,16/08/1884,Polypodium dryopteris (current) ,Eberlin,,,,Grönl. orient. Kangerdluarak.,Grönl. orient. Kangerdluarak.; Greenland,Greenland,sp64737337487349251614.att.jpg
698688,1931,1931,Dryopteris linnaeana (current) ,"Rasmussen, Knud",,,,Sydøst-Grønland. Tiningnertôq.,Sydøst-Grønland. Tiningnertôq.; Greenland,Greenland,sp61675557139393984929.att.jpg
698689,1931,1931,Dryopteris linnaeana (current) ,"Rasmussen, Knud",,,,Sydøst-Grønland. Tiningnertôq.,Sydøst-Grønland. Tiningnertôq.; Greenland,Greenland,sp6513348992037395366.att.jpg
698691,1932,23/08/1932,Dryopteris linnaeana (current) ,"Devold, Joachim",,,,South East Greenland. Lindenows Fjorden: Møretun.,South East Greenland. Lindenows Fjorden: Møretun.; Greenland,Greenland,sp64673093867323789642.att.jpg
698692,1925,10/08/1925,Dryopteris linnaeana (current) ,"Porsild et al., A.E.",,,,"Syd-Grønl. S. f. Kiagtût, Tunugdliarfik-Fjord.","Syd-Grønl. S. f. Kiagtût, Tunugdliarfik-Fjord.; Greenland",Greenland,sp68368326544411833908.att.jpg
698693,1932,09/07/1932,Dryopteris pulchella (current) ,"Bøgvad, Rich.",,,,"Syd-Grønl. Kipisako-Øst, Halvø Pâ Nordsiden.","Syd-Grønl. Kipisako-Øst, Halvø Pâ Nordsiden.; Greenland",Greenland,sp62866142148640245887.att.jpg
698694,1936,05/08/1936,Dryopteris pulchella (current) ,"Lynge, H.",,,,Vest-Grønl. Julianehaab.,Vest-Grønl. Julianehaab.; Greenland,Greenland,sp63237662011202139811.att.jpg
698695,1931,08/09/1931,Dryopteris linnaeana (current) ,"Tornøe, J.",,,,Aust-Grønland. Smalfjorden: Stramen.,Aust-Grønland. Smalfjorden: Stramen.; Greenland,Greenland,sp649876614286903114.att.jpg
698696,1900,01/07/1900,Polypodium dryopteris (current) ,"Meldorf, Gustav",,,,Julianehaab (ved Foden* af Staufjaldal*).,Julianehaab (ved Foden* af Staufjaldal*).; Greenland,Greenland,sp61574853001102307894.att.jpg
698697,1898,21/08/1898,Polypodium dryopteris (current) ,"Meldorf, Gustav",,,,Julianehaab (nordlige* Bred* af Ferskvandssoen*).,Julianehaab (nordlige* Bred* af Ferskvandssoen*).; Greenland,Greenland,sp63980914771444970404.att.jpg
698698,1925,29/08/1925,Dryopteris pulchella (current) ,"Christensen, K.",,,,"Groenl. orient. Lindenows Fjord, Narsuk.","Groenl. orient. Lindenows Fjord, Narsuk.; Greenland",Greenland,sp61511200517473289163.att.jpg
698699,1889,05/09/1889,Polypodium dryopteris (current) ,"Hartz, N.",,,,Tasermiutsiak; Tasermiut.,Tasermiutsiak; Tasermiut.; Greenland,Greenland,sp62318635751522346453.att.jpg
698746,1937,07/07/1937,Dryopteris linnaeana (current) ,"Polunin, Nicholas",,,,Julianehaab Distrikt. Julianehaab.,Julianehaab Distrikt. Julianehaab.; Greenland,Greenland,sp65242925914056445996.att.jpg
698747,1937,12/07/1937,Dryopteris linnaeana (current) ,"Polunin, Nicholas",,,,Julianehaab Distrikt. Sydproven.,Julianehaab Distrikt. Sydproven.; Greenland,Greenland,sp6277611090020629721.att.jpg
698748,1937,12/07/1937,Dryopteris linnaeana (current) ,"Polunin, Nicholas",,,,Julianehaab Distrikt. Sydproven.,Julianehaab Distrikt. Sydproven.; Greenland,Greenland,sp65166722787076644926.att.jpg
698749,1937,07/07/1937,Dryopteris linnaeana (current) ,"Polunin, Nicholas",,,,Julianehaab Distrikt. Julianehaab.,Julianehaab Distrikt. Julianehaab.; Greenland,Greenland,sp62390862931319266151.att.jpg
698767,1878,01/07/1878,Polypodium dryopteris (current) ,"Kornerup, A.",,,,Kingua Tiningnertôq.,Kingua Tiningnertôq.; Greenland,Greenland,sp65675949002381187231.att.jpg
698793,1899,05/08/1899,Thelypteris dryopteris (current) ,"Gröntved, Johs.",,,,"Nordlandet, Ivigtut Distr.","Nordlandet, Ivigtut Distr.; Greenland",Greenland,sp61443052420206458259.att.jpg
698794,1899,05/08/1899,Aspidium dryopteris (current) ,"Lindhard, J.",,,,"Arsuk Fjorden, Nordlandet.","Arsuk Fjorden, Nordlandet.; Greenland",Greenland,sp61518923629245958622.att.jpg
698796,1922,07/1922,Dryopteris linnaeana (current) ,"Eugenius, J.",,,,Neria.,Neria.; Greenland,Greenland,sp63909638321661687430.att.jpg
698834,1886,16/08/1886,Aspidium lonchitis (current) ,"Holm, Th.",,,,In rupibus humidis in recessu intimo sinus. Kangerdluarssuk prope Frederikshaab.,In rupibus humidis in recessu intimo sinus. Kangerdluarssuk prope Frederikshaab.; Greenland,Greenland,sp69027166255706986990.att.jpg
698836,1933,02/07/1933,Polystichum lonchitis (current) ,"Porsild, Morten",,,,Groenl. occid. ca Neria.,Groenl. occid. ca Neria.; Greenland,Greenland,sp67780810579346116842.att.jpg
698838,1931,1931,Polystichum lonchitis (current) ,"Bøgvad, Rich.",,,,Buegnen* af Ivigtut.,Buegnen* af Ivigtut.; Greenland,Greenland,sp63321778646862940316.att.jpg
698842,1937,07/09/1937,Polystichum lonchitis (current) ,"Gröntved, Johs.",,,,Eqaluit i Kûngnât Bugten.,Eqaluit i Kûngnât Bugten.; Greenland,Greenland,sp62946101485153388282.att.jpg
698844,1899,05/06/1899,Polystichum lonchitis (current) ,"Gröntved, Johs.",,,,Ikerasarssuk i Arsuk Fjord.,Ikerasarssuk i Arsuk Fjord.; Greenland,Greenland,sp64248174658415836647.att.jpg
698846,1889,13/07/1889,Aspidium lonchitis (current) ,"Hartz, N.",,,,Groenl. austr.: Kuanersok.,Groenl. austr.: Kuanersok.; Greenland,Greenland,sp65358878271975193394.att.jpg
698866,1885,28/06/1885,Aspidium lonchitis (current) ,"Hansen, S.",,,,V. Grònl. Kaumanit*.,V. Grònl. Kaumanit*.; Greenland,Greenland,sp645019265810151115.att.jpg
698870,1896,09/1896,Aspidium lonchitis (current) ,"Sørensen, P.H.",,,,Godthaabs Stelenhavn*.,Godthaabs Stelenhavn*.; Greenland,Greenland,sp64776135157678214824.att.jpg
698876,1932,30/07/1932,Polystichum lonchitis (current) ,"Böcher, Tyge",,,,Sydesp Fjældside bag* Brærne* i Bunden af Fjorden n. f. Kap Ravn. Nordkyste Findestet. Sundet* af kr*. Harold* Wager* Plandefysioloz*. Oublin*.,Sydesp Fjældside bag* Brærne* i Bunden af Fjorden n. f. Kap Ravn. Nordkyste Findestet. Sundet* af kr*. Harold* Wager* Plandefysioloz*. Oublin*.; Greenland,Greenland,sp62143875062606521024.att.jpg
698881,1902,18/07/1902,Aspidium lonchitis (current) ,"Kruuse, C.",,,,Groenlandiam orientalem. Tasiussârssuk. Y* Urteli.,Groenlandiam orientalem. Tasiussârssuk. Y* Urteli.; Greenland,Greenland,sp67967937565338950785.att.jpg
698882,1902,25/08/1902,Aspidium lonchitis (current) ,"Kruuse, C.",,,,Groenlandiam orientalem. Sarfakajik. Y Urteli.,Groenlandiam orientalem. Sarfakajik. Y Urteli.; Greenland,Greenland,sp63365145593967399826.att.jpg
698884,1932,03/09/1932,Polystichum lonchitis (current) ,"Böcher, Tyge",,,,Sydesp. Pedeskrænt*. Lakefjord.,Sydesp. Pedeskrænt*. Lakefjord.; Greenland,Greenland,sp66774844853943049228.att.jpg
698886,1902,22/07/1902,Aspidium lonchitis (current) ,"Kruuse, C.",,,,Groenlandiam orientalem. Tasiusak Merulak*. Y Urteli.,Groenlandiam orientalem. Tasiusak Merulak*. Y Urteli.; Greenland,Greenland,sp66553563886865963721.att.jpg
698887,1899,1899,Aspidium lonchitis (current) ,"Kruuse, C.",,,,Groenlandiam orientalem. Nigertusok*.,Groenlandiam orientalem. Nigertusok*.; Greenland,Greenland,sp64860217714437071254.att.jpg
698888,1902,22/07/1902,Aspidium lonchitis (current) ,"Kruuse, C.",,,,Groenlandiam orientalem. Tasiusak Misulak*. Y Urteli.,Groenlandiam orientalem. Tasiusak Misulak*. Y Urteli.; Greenland,Greenland,sp67184305780650888414.att.jpg
698901,1884,28/06/1884,Aspidium lonchitis (current) ,"Warming et al., Eug.",,,,"V. Gr. Kobbefjord, fugtige* Klippen mellem Archangelica* Salix.","V. Gr. Kobbefjord, fugtige* Klippen mellem Archangelica* Salix.; Greenland",Greenland,sp63628159912476863074.att.jpg
698902,1884,28/06/1884,Aspidium lonchitis (current) ,"Warming et al., Eug.",,,,"V. Gr. Kobbefjord, fugtige* Klippen mellem Archangelica* ez* Salix*.","V. Gr. Kobbefjord, fugtige* Klippen mellem Archangelica* ez* Salix*.; Greenland",Greenland,sp62146938224391466846.att.jpg
698903,1886,09/08/1886,Aspidium lonchitis (current) ,"Holm, Th.",,,,"In rupibus, Sukkertoppen. Groenlandia merid.","In rupibus, Sukkertoppen. Groenlandia merid.; Greenland",Greenland,sp63765208084440694980.att.jpg
698919,1864,1864,Aspidium lonchitis (current) ,"Broberg, Tabita",,,,"Godhavn, Disko","Godhavn, Disko; Greenland",Greenland,sp62964159794963671983.att.jpg
698920,1932,03/08/1932,Polystichum lonchitis (current) ,"Gröntved, Johs.",,,,Vest-Grønland. Disko: Engelskmandens Havn.,Vest-Grønland. Disko: Engelskmandens Havn.; Greenland,Greenland,sp6709420821904396492.att.jpg
698921,1899,08/1899,Aspidium lonchitis (current) ,"Sørensen, P.H.",,,,Engelskmandens Havn.,Engelskmandens Havn.; Greenland,Greenland,sp68184018867553813921.att.jpg
698922,1928,11/07/1928,Polystichum lonchitis (current) ,"Mørch, E.",,,,"Engelskmandens Havn, Disko","Engelskmandens Havn, Disko; Greenland",Greenland,sp62541202762333638660.att.jpg
698926,1864,1864,Aspidium alpina (current) ,"Smith, Margo",,,,"Godhavn, Disko","Godhavn, Disko; Greenland",Greenland,sp66892534003161333992.att.jpg
698931,1912,15/07/1912,Aspidium lonchitis (current) ,"Porsild, Thorbjørn",,,,"Engelskmandens Havn, Disko","Engelskmandens Havn, Disko; Greenland",Greenland,sp66639935321847303445.att.jpg
698932,1929,16/08/1929,Polystichum lonchitis (current) ,"Porsild, R.T.",,,,"Disko, Sinigfik.","Disko, Sinigfik.; Greenland",Greenland,sp66914763663456125809.att.jpg
698933,1902,13/07/1902,Aspidium lonchitis (current) ,"Keust, G.*",,,,Godhavn. Engelskmandens Havn.,Godhavn. Engelskmandens Havn.; Greenland,Greenland,sp61522445887438854452.att.jpg
698935,1933,06/08/1933,Polystichum lonchitis (current) ,"Dreyer, C.",,,,"Disko, Engelskmandens Havn. Tokbryne.","Disko, Engelskmandens Havn. Tokbryne.; Greenland",Greenland,sp65452297678030651942.att.jpg
698943,1937,20/08/1937,Polystichum lonchitis (current) ,"Gröntved, Johs.",,,,"Sletten, i Ur.","Sletten, i Ur.; Greenland",Greenland,sp68600375503939620750.att.jpg
698944,1937,09/07/1937,Polystichum lonchitis (current) ,"Gröntved, Johs.",,,,"Narssaq, Knausen.","Narssaq, Knausen.; Greenland",Greenland,sp61459149211903059371.att.jpg
698945,1931,1931,Polystichum lonchitis (current) ,"Rasmussen, Knud",,,,Sydøst-Grønland. Tiningnertôq.,Sydøst-Grønland. Tiningnertôq.; Greenland,Greenland,sp65796223030466973715.att.jpg
698946,1937,16/07/1937,Polystichum lonchitis (current) ,"Gröntved, Johs.",,,,"Tunnuarmiut, sydexp. Krat.","Tunnuarmiut, sydexp. Krat.; Greenland",Greenland,sp62403144660272263899.att.jpg
698981,1855,1855,Aspidium lonchitis (current) ,"Tietjen, Mellem*",,,,Bei Lichtenfels.,Bei Lichtenfels.; Greenland,Greenland,sp61505449311474013111.att.jpg
698986,1873,1873,Aspidium lonchitis (current) ,Holboll,,,,Fiskenæsset.,Fiskenæsset.; Greenland,Greenland,sp67140597043718577026.att.jpg
698991,1889,1889,Aspidium lonchitis (current) ,"Lundholm, Dna",,,,Ilua.,Ilua.; Greenland,Greenland,sp63367315449720699297.att.jpg
699002,1881,08/07/1881,Aspidium lonchitis (current) ,Sylow,,,,Badebugten paa Christian IVs Ø (Øst-Grónland).,Badebugten paa Christian IVs Ø (Øst-Grónland).; Greenland,Greenland,sp66004845502628769343.att.jpg
